image_id,image,xmin,ymin,xmax,ymax,class
002513,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002513.jpg,188,229,203,250,aeroplane
002514,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002514.jpg,164,36,386,333,person
002514,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002514.jpg,54,259,121,318,person
002514,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002514.jpg,67,249,96,269,tvmonitor
002518,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002518.jpg,254,128,362,323,person
002518,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002518.jpg,84,151,121,220,person
002518,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002518.jpg,141,138,225,246,person
002518,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002518.jpg,147,198,181,298,bottle
002518,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002518.jpg,182,201,216,292,bottle
002519,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002519.jpg,55,2,476,375,motorbike
002520,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002520.jpg,209,186,257,283,horse
002520,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002520.jpg,152,184,175,205,horse
002520,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002520.jpg,30,186,58,214,horse
002520,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002520.jpg,331,167,382,285,person
002520,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002520.jpg,440,181,468,285,person
002523,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002523.jpg,35,25,485,346,bicycle
002524,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002524.jpg,45,125,314,461,person
002525,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002525.jpg,1,234,461,372,train
002529,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002529.jpg,1,92,497,375,diningtable
002529,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002529.jpg,1,152,227,266,person
002533,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002533.jpg,37,41,431,356,car
002533,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002533.jpg,301,121,500,271,car
002533,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002533.jpg,416,64,500,293,person
002534,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002534.jpg,347,156,386,185,car
002534,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002534.jpg,226,157,281,197,car
002537,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002537.jpg,14,6,448,362,dog
002539,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002539.jpg,1,1,500,333,bus
002539,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002539.jpg,198,105,307,333,person
002540,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002540.jpg,243,184,282,257,bicycle
002540,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002540.jpg,150,200,206,272,bicycle
002540,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002540.jpg,155,135,201,270,person
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,425,230,500,375,person
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,198,131,350,368,person
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,146,138,262,278,person
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,1,124,105,206,person
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,1,194,346,375,diningtable
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,330,216,402,375,chair
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,103,169,150,195,chair
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,220,103,270,160,pottedplant
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,212,43,261,99,pottedplant
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,175,46,208,109,pottedplant
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,148,10,196,71,pottedplant
002542,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002542.jpg,153,124,188,184,pottedplant
002544,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002544.jpg,81,119,422,277,car
002544,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002544.jpg,165,72,259,114,car
002544,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002544.jpg,246,75,312,111,car
002544,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002544.jpg,300,75,364,107,car
002544,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002544.jpg,286,61,362,97,car
002545,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002545.jpg,75,43,206,496,person
002545,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002545.jpg,181,62,211,132,bottle
002545,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002545.jpg,3,27,248,394,sofa
002545,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002545.jpg,242,77,375,280,sofa
002546,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002546.jpg,196,17,440,375,dog
002547,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002547.jpg,195,142,272,284,bird
002549,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002549.jpg,242,74,404,220,tvmonitor
002554,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002554.jpg,167,108,287,215,person
002554,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002554.jpg,1,151,500,332,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,40,124,97,255,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,92,214,122,252,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,58,95,202,299,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,175,113,281,293,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,203,95,487,375,horse
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,7,143,61,273,person
002555,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002555.jpg,372,180,500,375,person
002558,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002558.jpg,95,125,215,290,bicycle
002558,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002558.jpg,330,170,438,344,bicycle
002558,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002558.jpg,86,39,222,268,person
002558,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002558.jpg,330,74,448,319,person
002559,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002559.jpg,103,64,453,293,car
002559,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002559.jpg,1,115,48,183,chair
002559,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002559.jpg,156,1,284,107,pottedplant
002561,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002561.jpg,185,58,292,169,tvmonitor
002561,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002561.jpg,44,291,300,375,chair
002561,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002561.jpg,322,71,500,375,person
002561,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002561.jpg,86,80,299,375,person
002563,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002563.jpg,417,245,433,284,person
002563,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002563.jpg,372,247,421,281,car
002563,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002563.jpg,120,254,135,294,person
002563,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002563.jpg,99,252,117,300,person
002564,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002564.jpg,17,48,211,333,person
002564,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002564.jpg,157,34,448,333,person
002564,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002564.jpg,167,121,500,333,sofa
002565,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002565.jpg,1,19,460,348,train
002565,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002565.jpg,258,175,334,336,person
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,238,144,367,196,bus
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,34,181,104,207,car
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,425,165,443,180,car
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,155,174,203,188,car
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,237,170,251,199,person
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,182,170,199,199,person
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,169,171,182,198,person
002566,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002566.jpg,133,181,146,206,person
002567,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002567.jpg,93,25,457,358,motorbike
002569,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002569.jpg,33,23,353,482,pottedplant
002569,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002569.jpg,1,72,52,417,pottedplant
002571,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002571.jpg,1,5,316,333,bird
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,135,98,173,195,bottle
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,118,142,136,195,bottle
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,370,156,500,327,chair
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,339,125,429,273,chair
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,369,89,407,161,chair
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,121,30,150,107,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,148,22,182,106,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,201,18,245,86,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,243,23,288,87,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,358,64,396,112,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,282,89,401,288,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,242,85,309,175,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,33,73,210,333,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,220,82,263,177,person
002572,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002572.jpg,197,77,239,175,person
002578,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002578.jpg,42,36,435,312,dog
002579,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002579.jpg,80,74,357,475,bird
002584,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002584.jpg,84,7,301,484,person
002584,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002584.jpg,1,318,91,500,person
002584,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002584.jpg,67,273,119,348,person
002584,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002584.jpg,1,249,176,346,car
002584,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002584.jpg,253,213,272,269,person
002585,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002585.jpg,223,55,344,242,person
002585,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002585.jpg,110,49,208,205,person
002585,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002585.jpg,149,118,390,293,motorbike
002585,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002585.jpg,66,104,229,232,motorbike
002586,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002586.jpg,58,1,373,437,bird
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,140,140,228,272,chair
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,183,67,225,134,chair
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,153,93,183,143,chair
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,1,112,111,265,sofa
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,18,91,111,275,person
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,208,145,349,300,person
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,157,95,242,286,person
002589,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002589.jpg,226,49,316,237,person
002590,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002590.jpg,3,272,374,443,train
002593,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002593.jpg,230,164,288,234,sheep
002594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002594.jpg,358,30,497,175,pottedplant
002594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002594.jpg,304,101,408,211,pottedplant
002594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002594.jpg,151,82,297,188,pottedplant
002594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002594.jpg,43,121,146,222,pottedplant
002594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002594.jpg,5,39,118,139,pottedplant
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,68,115,442,234,car
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,297,131,330,159,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,460,50,482,146,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,451,51,465,82,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,419,59,439,145,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,398,58,421,144,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,424,60,470,198,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,337,48,387,135,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,282,64,342,121,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,267,70,295,115,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,231,61,269,121,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,198,64,224,140,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,143,59,182,149,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,122,67,153,151,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,47,60,86,174,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,19,69,58,183,person
002595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002595.jpg,2,65,16,181,person
002598,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002598.jpg,89,49,244,394,pottedplant
002599,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002599.jpg,70,43,425,364,motorbike
002599,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002599.jpg,1,100,161,316,motorbike
002600,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002600.jpg,85,57,362,342,train
002603,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002603.jpg,185,99,304,245,bird
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,249,209,305,244,boat
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,432,227,457,239,boat
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,411,210,433,239,boat
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,339,192,369,241,boat
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,98,224,121,240,boat
002605,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002605.jpg,1,218,30,238,boat
002606,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002606.jpg,351,196,432,228,car
002606,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002606.jpg,252,194,369,238,car
002606,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002606.jpg,193,196,252,241,car
002606,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002606.jpg,1,207,40,262,car
002606,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002606.jpg,249,193,293,213,car
002609,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002609.jpg,40,40,217,255,dog
002611,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002611.jpg,1,1,397,351,person
002611,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002611.jpg,152,131,337,298,dog
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,277,238,316,347,bottle
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,305,227,350,375,bottle
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,347,238,391,375,bottle
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,388,226,422,365,bottle
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,420,227,458,359,bottle
002613,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002613.jpg,40,20,262,298,person
002615,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002615.jpg,177,107,200,132,sheep
002615,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002615.jpg,343,263,383,288,sheep
002618,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002618.jpg,17,20,483,343,sheep
002621,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002621.jpg,162,61,490,307,bird
002621,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002621.jpg,325,2,475,108,bird
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,114,297,159,314,car
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,42,294,88,313,car
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,167,283,176,325,person
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,107,288,116,313,person
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,98,291,109,326,person
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,84,285,100,335,person
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,426,286,446,339,person
002625,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002625.jpg,36,287,43,315,person
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,101,221,238,298,sofa
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,240,229,356,342,sofa
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,22,211,79,275,tvmonitor
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,204,300,322,347,chair
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,29,348,122,460,chair
002627,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002627.jpg,4,335,375,500,diningtable
002632,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002632.jpg,1,1,245,352,person
002633,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002633.jpg,136,152,315,412,horse
002633,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002633.jpg,179,101,246,311,person
002634,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002634.jpg,163,102,392,312,cow
002634,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002634.jpg,121,141,235,287,cow
002635,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002635.jpg,137,109,419,281,bird
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,311,223,500,333,sofa
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,1,234,143,375,sofa
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,153,176,179,242,person
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,130,187,174,261,chair
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,233,188,272,264,chair
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,251,184,291,250,chair
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,174,195,215,272,chair
002636,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002636.jpg,171,189,241,266,diningtable
002637,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002637.jpg,60,188,231,282,cat
002637,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002637.jpg,237,42,380,130,person
002641,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002641.jpg,3,85,201,375,person
002641,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002641.jpg,181,108,341,375,person
002641,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002641.jpg,275,148,500,375,person
002641,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002641.jpg,264,287,308,375,bottle
002643,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002643.jpg,1,51,89,152,car
002643,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002643.jpg,407,57,453,174,person
002643,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002643.jpg,180,102,281,207,person
002643,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002643.jpg,181,133,302,282,motorbike
002645,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002645.jpg,1,186,47,250,tvmonitor
002645,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002645.jpg,194,175,239,244,chair
002645,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002645.jpg,234,176,281,258,chair
002645,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002645.jpg,249,168,383,332,chair
002646,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002646.jpg,18,103,487,323,car
002647,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002647.jpg,221,174,306,212,car
002648,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002648.jpg,104,157,302,372,sheep
002648,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002648.jpg,239,148,350,225,sheep
002648,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002648.jpg,38,100,255,267,sheep
002649,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002649.jpg,2,105,191,320,person
002649,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002649.jpg,107,103,294,320,person
002649,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002649.jpg,225,108,349,318,person
002649,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002649.jpg,313,43,463,320,person
002653,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002653.jpg,2,12,456,375,boat
002657,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002657.jpg,212,198,288,264,horse
002657,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002657.jpg,323,216,334,239,person
002657,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002657.jpg,268,353,296,375,person
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,163,92,189,202,bottle
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,103,8,147,115,pottedplant
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,146,11,183,118,pottedplant
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,181,43,234,117,pottedplant
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,274,3,472,324,person
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,56,181,387,333,diningtable
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,279,100,466,302,chair
002658,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002658.jpg,442,60,500,294,chair
002659,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002659.jpg,161,8,231,310,boat
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,120,170,491,378,diningtable
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,373,42,500,293,person
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,461,220,500,378,person
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,212,14,327,174,person
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,142,34,210,172,person
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,92,55,156,170,person
002662,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002662.jpg,5,53,227,368,person
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,99,180,146,218,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,149,108,269,173,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,319,175,366,214,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,461,219,500,266,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,241,181,274,218,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,174,169,206,203,bird
002664,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002664.jpg,186,175,262,217,bird
002666,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002666.jpg,3,174,299,448,motorbike
002666,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002666.jpg,294,232,334,351,car
002667,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002667.jpg,5,76,500,333,car
002668,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002668.jpg,86,312,499,374,diningtable
002668,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002668.jpg,320,102,500,319,person
